settlement_period,forecast_wind_mw,national_demand_mw,embedded_solar_generation_mw,price_gbp
2019-07-22 04:00:00,8688.0,17266,2,28.95
2019-07-22 05:00:00,8723.0,20139,179,40.87
2019-07-22 06:00:00,8723.0,24413,807,42.08
2019-07-22 07:00:00,8658.0,27414,1940,40.68
2019-07-22 08:00:00,8592.0,28088,3280,40.39
2019-07-22 09:00:00,8520.0,27501,4010,39.34
2019-07-22 10:00:00,8442.0,27347,4960,38.84
2019-07-22 11:00:00,8296.0,27507,5660,37.73
2019-07-22 12:00:00,8115.0,26798,6360,36.4
2019-07-22 13:00:00,7922.0,26496,6630,36.4
2019-07-22 14:00:00,7687.0,26603,6330,36.0
2019-07-22 15:00:00,7540.0,27496,5190,41.09
2019-07-22 16:00:00,7608.0,29319,3730,45.0
2019-07-22 17:00:00,7311.0,30033,2400,49.56
2019-07-22 18:00:00,7036.0,30428,1190,49.0
2019-07-22 19:00:00,6855.0,30388,321,46.48
2019-07-22 20:00:00,6679.0,29506,3,47.65
2019-07-22 21:00:00,6426.0,28540,0,39.83
2019-07-22 22:00:00,5960.0,25064,0,37.88
2019-07-22 23:00:00,5136.0,22748,0,34.87
2019-07-23 00:00:00,4714.0,21393,0,34.31
2019-07-23 01:00:00,4172.0,20880,0,33.88
2019-07-23 02:00:00,3673.0,20279,0,33.94
2019-07-23 03:00:00,3222.0,20100,0,34.98
2019-07-23 04:00:00,2880.0,20421,7,41.72
2019-07-23 05:00:00,2655.0,23247,434,44.57
2019-07-23 06:00:00,2523.0,27069,1350,44.82
2019-07-23 07:00:00,2572.0,29544,2860,45.74
2019-07-23 08:00:00,2686.0,29822,4860,42.87
2019-07-23 09:00:00,2773.0,28937,6470,40.06
2019-07-23 10:00:00,2767.0,28168,7660,38.0
2019-07-23 11:00:00,2837.0,27911,8520,37.32
2019-07-23 12:00:00,2928.0,27500,8790,36.75
2019-07-23 13:00:00,3029.0,27444,8380,37.47
2019-07-23 14:00:00,3203.0,27474,7380,41.39
2019-07-23 15:00:00,3374.0,29330,5930,48.8
2019-07-23 16:00:00,3546.0,30440,4040,53.16
2019-07-23 17:00:00,3957.0,31400,2370,54.83
2019-07-23 18:00:00,4363.0,32181,1130,52.9
2019-07-23 19:00:00,4856.0,31438,296,51.8
2019-07-23 20:00:00,5502.0,30928,2,48.35
2019-07-23 21:00:00,6173.0,29837,0,40.0
2019-07-23 22:00:00,6825.0,26294,0,37.14
2019-07-23 23:00:00,6869.0,23502,0,34.75
2019-07-24 00:00:00,6912.0,22128,0,33.59
2019-07-24 01:00:00,6611.0,21397,0,31.92
2019-07-24 02:00:00,6180.0,21046,0,31.94
2019-07-24 03:00:00,5772.0,20879,0,33.37
2019-07-24 04:00:00,5479.0,20846,0,35.99
2019-07-24 05:00:00,5223.0,23954,255,40.35
2019-07-24 06:00:00,4880.0,28308,1110,38.94
2019-07-24 07:00:00,4362.0,30156,2440,50.4
2019-07-24 08:00:00,3811.0,30067,4030,45.3
2019-07-24 09:00:00,3370.0,29391,5620,38.91
2019-07-24 10:00:00,3053.0,29218,7300,35.39
2019-07-24 11:00:00,2854.0,29247,7850,37.43
2019-07-24 12:00:00,2653.0,28942,8200,36.34
2019-07-24 13:00:00,2433.0,28709,7310,38.12
2019-07-24 14:00:00,2235.0,28782,6580,41.48
2019-07-24 15:00:00,2103.0,30001,5400,50.61
2019-07-24 16:00:00,2070.0,31542,3820,59.88
2019-07-24 17:00:00,1841.0,31978,2380,64.9
2019-07-24 18:00:00,1641.0,31846,1070,59.91
2019-07-24 19:00:00,1471.0,31699,282,52.17
2019-07-24 20:00:00,1328.0,31425,2,50.81
2019-07-24 21:00:00,1247.0,29945,0,46.0
2019-07-24 22:00:00,1296.0,27169,0,41.73
2019-07-24 23:00:00,1570.0,24306,0,38.47
2019-07-25 00:00:00,1658.0,22789,0,35.92
2019-07-25 01:00:00,1763.0,21958,0,34.12
2019-07-25 02:00:00,1859.0,21246,0,33.95
2019-07-25 03:00:00,2026.0,21006,0,35.5
2019-07-25 04:00:00,2355.0,21352,6,37.0
2019-07-25 05:00:00,2804.0,23939,451,42.0
2019-07-25 06:00:00,3209.0,28012,1520,47.93
2019-07-25 07:00:00,3493.0,30407,2950,49.5
2019-07-25 08:00:00,3821.0,30817,4710,46.07
2019-07-25 09:00:00,4214.0,29779,6280,45.5
2019-07-25 10:00:00,4693.0,29995,7360,42.92
2019-07-25 11:00:00,5008.0,29822,7950,41.05
2019-07-25 12:00:00,5268.0,29775,7910,37.65
2019-07-25 13:00:00,5456.0,29673,7170,41.41
2019-07-25 14:00:00,5634.0,29787,6170,43.65
2019-07-25 15:00:00,5659.0,30419,4600,49.62
2019-07-25 16:00:00,5551.0,31576,3130,54.17
2019-07-25 17:00:00,5721.0,32098,1900,60.56
2019-07-25 18:00:00,5816.0,32149,945,54.0
2019-07-25 19:00:00,5789.0,31813,295,49.54
2019-07-25 20:00:00,5732.0,31170,3,44.29
2019-07-25 21:00:00,5607.0,29859,0,36.56
2019-07-25 22:00:00,5244.0,27002,0,35.38
2019-07-25 23:00:00,3280.0,24122,0,33.98
2019-07-26 00:00:00,3063.0,22878,0,33.98
2019-07-26 01:00:00,2737.0,21832,0,33.41
2019-07-26 02:00:00,2425.0,21545,0,33.22
2019-07-26 03:00:00,2264.0,21571,0,33.57
2019-07-26 04:00:00,2245.0,22000,0,37.56
2019-07-26 05:00:00,2251.0,24296,236,43.29
2019-07-26 06:00:00,2378.0,28319,831,47.24
2019-07-26 07:00:00,2645.0,30621,1700,51.07
2019-07-26 08:00:00,2963.0,31491,3100,49.12
2019-07-26 09:00:00,3238.0,31315,3480,44.44
2019-07-26 10:00:00,3202.0,30525,4180,43.26
2019-07-26 11:00:00,3121.0,31227,4160,40.13
2019-07-26 12:00:00,2996.0,30769,4280,41.0
2019-07-26 13:00:00,2837.0,30138,4270,40.14
2019-07-26 14:00:00,2700.0,29849,3940,39.52
2019-07-26 15:00:00,2538.0,30287,3360,45.01
2019-07-26 16:00:00,2345.0,31343,2270,47.91
2019-07-26 17:00:00,2268.0,31469,1240,50.9
2019-07-26 18:00:00,2214.0,31289,606,50.58
2019-07-26 19:00:00,2183.0,30815,104,45.06
2019-07-26 20:00:00,2249.0,30127,0,48.0
2019-07-26 21:00:00,2348.0,28762,0,43.56
2019-07-26 22:00:00,2344.0,25990,0,40.0
2019-07-26 23:00:00,2141.0,23464,0,36.8
2019-07-27 00:00:00,2032.0,21837,0,34.16
2019-07-27 01:00:00,1815.0,20887,0,33.87
2019-07-27 02:00:00,1622.0,20359,0,32.99
2019-07-27 03:00:00,1593.0,20108,0,32.99
2019-07-27 04:00:00,1597.0,20199,0,32.91
2019-07-27 05:00:00,1582.0,21134,101,32.24
2019-07-27 06:00:00,1620.0,23120,475,34.4
2019-07-27 07:00:00,1676.0,25579,924,41.0
2019-07-27 08:00:00,1753.0,27188,1210,51.92
2019-07-27 09:00:00,1863.0,27808,2000,49.0
2019-07-27 10:00:00,2066.0,27333,2580,45.0
2019-07-27 11:00:00,2237.0,26568,3190,42.0
2019-07-27 12:00:00,2422.0,26187,3020,40.4
2019-07-27 13:00:00,2609.0,25273,2990,36.05
2019-07-27 14:00:00,2804.0,25256,2670,34.9
2019-07-27 15:00:00,3127.0,25835,2400,38.0
2019-07-27 16:00:00,3688.0,27152,1590,44.7
2019-07-27 17:00:00,3744.0,27573,1030,45.1
2019-07-27 18:00:00,3819.0,27670,453,42.98
2019-07-27 19:00:00,3942.0,27265,113,37.98
2019-07-27 20:00:00,4070.0,26821,0,38.0
2019-07-27 21:00:00,4207.0,25712,0,36.0
2019-07-27 22:00:00,4359.0,23316,0,47.71
2019-07-27 23:00:00,4069.0,21481,0,47.6
2019-07-28 00:00:00,4048.0,19642,0,35.0
2019-07-28 01:00:00,4002.0,18883,0,29.0
2019-07-28 02:00:00,4002.0,18230,0,27.37
2019-07-28 03:00:00,3988.0,17970,0,26.88
2019-07-28 04:00:00,3952.0,17715,1,25.65
2019-07-28 05:00:00,3860.0,18271,128,25.99
2019-07-28 06:00:00,3687.0,19613,577,27.79
2019-07-28 07:00:00,3405.0,21243,1410,28.0
2019-07-28 08:00:00,3136.0,22878,2180,37.63
2019-07-28 09:00:00,2948.0,24164,3040,40.0
2019-07-28 10:00:00,2876.0,24889,3390,41.55
2019-07-28 11:00:00,2793.0,25215,3630,44.0
2019-07-28 12:00:00,2741.0,24636,3840,39.0
2019-07-28 13:00:00,2723.0,24363,3730,38.01
2019-07-28 14:00:00,2689.0,24258,3330,38.9
2019-07-28 15:00:00,2703.0,25017,2880,40.07
2019-07-28 16:00:00,2695.0,26328,2460,45.1
2019-07-28 17:00:00,2410.0,26900,1620,46.2
2019-07-28 18:00:00,2166.0,27387,782,48.0
2019-07-28 19:00:00,1989.0,27509,153,49.0
2019-07-28 20:00:00,1830.0,27484,0,49.91
2019-07-28 21:00:00,1696.0,26131,0,47.91
2019-07-28 22:00:00,1598.0,23369,0,39.0
2019-07-28 23:00:00,2352.0,21082,0,34.0
2019-07-29 00:00:00,2308.0,19872,0,32.9
2019-07-29 01:00:00,2226.0,19370,0,32.56
2019-07-29 02:00:00,2118.0,18906,0,31.94
2019-07-29 03:00:00,1983.0,19011,0,32.45
2019-07-29 04:00:00,1840.0,19592,0,36.48
2019-07-29 05:00:00,1743.0,22328,215,40.35
2019-07-29 06:00:00,1700.0,25946,1160,41.74
2019-07-29 07:00:00,1700.0,28405,2620,46.15
2019-07-29 08:00:00,1724.0,28606,4220,42.92
2019-07-29 09:00:00,1708.0,27684,5740,40.97
2019-07-29 10:00:00,1629.0,27409,6620,41.14
2019-07-29 11:00:00,1520.0,27450,7220,38.38
2019-07-29 12:00:00,1424.0,27160,6970,36.19
2019-07-29 13:00:00,1333.0,26920,6630,35.51
2019-07-29 14:00:00,1277.0,27307,6190,37.55
2019-07-29 15:00:00,1196.0,27940,5160,42.71
2019-07-29 16:00:00,1014.0,29787,3380,45.66
2019-07-29 17:00:00,879.0,30717,2030,55.49
2019-07-29 18:00:00,786.0,31077,958,55.26
2019-07-29 19:00:00,757.0,30725,179,48.89
2019-07-29 20:00:00,738.0,30169,1,46.24
2019-07-29 21:00:00,749.0,28199,0,40.0
2019-07-29 22:00:00,843.0,24456,0,38.08
2019-07-29 23:00:00,2493.0,21636,0,34.52
2019-07-30 00:00:00,2637.0,20451,0,32.5
2019-07-30 01:00:00,2662.0,19712,0,31.44
2019-07-30 02:00:00,2663.0,19237,0,29.91
2019-07-30 03:00:00,2663.0,19312,0,29.5
2019-07-30 04:00:00,2678.0,19733,1,33.61
2019-07-30 05:00:00,2739.0,22629,265,38.03
2019-07-30 06:00:00,2778.0,26374,1110,41.4
2019-07-30 07:00:00,2811.0,28852,2110,47.43
2019-07-30 08:00:00,2910.0,29678,3230,47.42
2019-07-30 09:00:00,3063.0,29576,3660,46.0
2019-07-30 10:00:00,3363.0,29430,3770,45.8
2019-07-30 11:00:00,3595.0,30076,3600,43.3
2019-07-30 12:00:00,3769.0,29622,4260,38.3
2019-07-30 13:00:00,3880.0,29292,3350,37.45
2019-07-30 14:00:00,4005.0,28907,3630,36.0
2019-07-30 15:00:00,4187.0,29260,2730,39.08
2019-07-30 16:00:00,4459.0,30561,1790,43.62
2019-07-30 17:00:00,4596.0,30909,1210,45.85
2019-07-30 18:00:00,4724.0,30220,513,45.08
2019-07-30 19:00:00,4833.0,29284,94,39.0
2019-07-30 20:00:00,4955.0,28724,0,40.31
2019-07-30 21:00:00,5035.0,26334,0,35.8
2019-07-30 22:00:00,4953.0,23277,0,40.66
2019-07-30 23:00:00,4838.0,20701,0,36.0
2019-07-31 00:00:00,4781.0,19517,0,29.98
2019-07-31 01:00:00,4807.0,18926,0,28.01
2019-07-31 02:00:00,4837.0,18519,0,26.97
2019-07-31 03:00:00,4889.0,18499,0,28.97
2019-07-31 04:00:00,4921.0,19158,0,33.06
2019-07-31 05:00:00,4985.0,21553,115,39.61
2019-07-31 06:00:00,5045.0,25722,646,40.0
2019-07-31 07:00:00,5069.0,28207,1410,42.03
2019-07-31 08:00:00,5090.0,28981,2300,40.0
2019-07-31 09:00:00,5122.0,28773,3140,39.15
2019-07-31 10:00:00,5294.0,28525,4070,39.9
2019-07-31 11:00:00,5354.0,28483,4390,38.83
2019-07-31 12:00:00,5427.0,28170,4660,36.0
2019-07-31 13:00:00,5478.0,27551,4450,35.91
2019-07-31 14:00:00,5499.0,27667,4130,35.7
2019-07-31 15:00:00,5495.0,28389,3840,38.93
2019-07-31 16:00:00,5522.0,29955,3040,46.5
2019-07-31 17:00:00,5326.0,30419,1860,48.61
2019-07-31 18:00:00,5121.0,30451,811,55.0
2019-07-31 19:00:00,4918.0,30016,159,48.88
2019-07-31 20:00:00,4708.0,29776,0,46.44
2019-07-31 21:00:00,4496.0,27602,0,39.87
2019-07-31 22:00:00,4289.0,24419,0,37.14
2019-07-31 23:00:00,3919.0,21670,0,35.0
2019-08-01 00:00:00,3611.0,20471,0,34.1
2019-08-01 01:00:00,3389.0,19955,0,32.97
2019-08-01 02:00:00,3211.0,19502,0,32.0
2019-08-01 03:00:00,3032.0,19582,0,33.96
2019-08-01 04:00:00,2849.0,20068,0,37.67
2019-08-01 05:00:00,2672.0,22672,199,40.06
2019-08-01 06:00:00,2481.0,26356,983,39.74
2019-08-01 07:00:00,2221.0,28343,1930,48.97
2019-08-01 08:00:00,1875.0,29301,3100,50.0
2019-08-01 09:00:00,1765.0,29201,4140,48.5
2019-08-01 10:00:00,1717.0,29143,4650,39.71
2019-08-01 11:00:00,1669.0,28775,4690,38.51
2019-08-01 12:00:00,1661.0,28575,4970,37.65
2019-08-01 13:00:00,1723.0,28039,5170,38.19
2019-08-01 14:00:00,1789.0,27996,4850,37.73
2019-08-01 15:00:00,1812.0,28490,4670,42.66
2019-08-01 16:00:00,1764.0,29906,3680,49.98
2019-08-01 17:00:00,1821.0,30541,1920,56.45
2019-08-01 18:00:00,1732.0,30552,784,57.61
2019-08-01 19:00:00,1639.0,30532,139,52.1
2019-08-01 20:00:00,1570.0,30255,0,48.49
2019-08-01 21:00:00,1533.0,28158,0,41.79
2019-08-01 22:00:00,1542.0,24788,0,38.71
2019-08-01 23:00:00,1383.0,22195,0,36.51
2019-08-02 00:00:00,1399.0,20851,0,34.56
2019-08-02 01:00:00,1434.0,20293,0,33.53
2019-08-02 02:00:00,1466.0,19689,0,32.43
2019-08-02 03:00:00,1492.0,19717,0,33.45
2019-08-02 04:00:00,1479.0,20243,0,35.05
2019-08-02 05:00:00,1446.0,22548,207,40.07
2019-08-02 06:00:00,1410.0,26201,1070,44.58
2019-08-02 07:00:00,1309.0,28573,2210,47.38
2019-08-02 08:00:00,1139.0,29099,3600,49.24
2019-08-02 09:00:00,1034.0,28867,4750,49.0
2019-08-02 10:00:00,911.0,28607,5190,48.0
2019-08-02 11:00:00,795.0,28554,5800,45.0
2019-08-02 12:00:00,731.0,28238,5590,38.0
2019-08-02 13:00:00,738.0,27455,5880,38.0
2019-08-02 14:00:00,767.0,27004,5040,36.81
2019-08-02 15:00:00,810.0,27531,4330,41.94
2019-08-02 16:00:00,895.0,28747,3240,48.0
2019-08-02 17:00:00,1010.0,29238,2090,50.46
2019-08-02 18:00:00,1042.0,29560,989,50.02
2019-08-02 19:00:00,977.0,29519,161,44.28
2019-08-02 20:00:00,926.0,29402,0,45.02
2019-08-02 21:00:00,883.0,27568,0,40.02
2019-08-02 22:00:00,855.0,24885,0,43.05
2019-08-02 23:00:00,880.0,22344,0,42.0
2019-08-03 00:00:00,852.0,20898,0,36.52
2019-08-03 01:00:00,829.0,20096,0,35.48
2019-08-03 02:00:00,833.0,19353,0,34.96
2019-08-03 03:00:00,855.0,19218,0,34.6
2019-08-03 04:00:00,865.0,19170,0,33.62
2019-08-03 05:00:00,888.0,20167,258,35.77
2019-08-03 06:00:00,894.0,22085,1070,35.6
2019-08-03 07:00:00,865.0,24300,2180,42.89
2019-08-03 08:00:00,824.0,25519,3320,49.17
2019-08-03 09:00:00,783.0,25631,4420,47.36
2019-08-03 10:00:00,751.0,25354,5650,46.67
2019-08-03 11:00:00,725.0,24897,6080,42.47
2019-08-03 12:00:00,705.0,24503,5900,38.28
2019-08-03 13:00:00,670.0,23893,5380,37.0
2019-08-03 14:00:00,643.0,24071,4230,36.52
2019-08-03 15:00:00,647.0,24880,3240,41.32
2019-08-03 16:00:00,673.0,26306,2440,48.64
2019-08-03 17:00:00,686.0,27096,1790,53.64
2019-08-03 18:00:00,712.0,27282,789,52.7
2019-08-03 19:00:00,780.0,26996,123,50.4
2019-08-03 20:00:00,867.0,26930,0,53.0
2019-08-03 21:00:00,965.0,25809,0,47.84
2019-08-03 22:00:00,1051.0,23295,0,42.12
2019-08-03 23:00:00,1304.0,21283,0,41.05
2019-08-04 00:00:00,1332.0,20032,0,40.0
2019-08-04 01:00:00,1340.0,19262,0,37.14
2019-08-04 02:00:00,1353.0,18572,0,36.7
2019-08-04 03:00:00,1378.0,18341,0,36.7
2019-08-04 04:00:00,1428.0,18293,0,34.17
2019-08-04 05:00:00,1491.0,18536,249,36.57
2019-08-04 06:00:00,1562.0,19708,1160,36.96
2019-08-04 07:00:00,1644.0,21444,2240,38.0
2019-08-04 08:00:00,1738.0,23134,3330,43.67
2019-08-04 09:00:00,1815.0,24211,4210,44.4
2019-08-04 10:00:00,1927.0,24581,4550,47.98
2019-08-04 11:00:00,2096.0,24726,4750,46.36
2019-08-04 12:00:00,2317.0,24427,4860,41.36
2019-08-04 13:00:00,2558.0,24301,4330,38.0
2019-08-04 14:00:00,2831.0,24376,3720,36.1
2019-08-04 15:00:00,3009.0,25591,2680,37.3
2019-08-04 16:00:00,2943.0,999999,2170,46.7
2019-08-04 17:00:00,2964.0,27525,1240,50.19
2019-08-04 18:00:00,2965.0,27446,470,50.09
2019-08-04 19:00:00,2881.0,26995,74,50.19
2019-08-04 20:00:00,2804.0,27486,0,49.79
2019-08-04 21:00:00,2768.0,25960,0,41.12
2019-08-04 22:00:00,2844.0,22757,0,45.18
2019-08-04 23:00:00,2766.0,20569,0,40.1
2019-08-05 00:00:00,2824.0,19553,0,37.22
2019-08-05 01:00:00,2817.0,19063,0,32.91
2019-08-05 02:00:00,2833.0,18785,0,30.0
2019-08-05 03:00:00,2917.0,18876,0,30.96
2019-08-05 04:00:00,3074.0,19737,0,36.91
2019-08-05 05:00:00,3190.0,22300,102,43.34
2019-08-05 06:00:00,3282.0,26251,668,42.59
2019-08-05 07:00:00,3429.0,28777,1650,48.66
2019-08-05 08:00:00,3574.0,29257,2920,49.0
2019-08-05 09:00:00,3779.0,28207,4210,46.54
2019-08-05 10:00:00,4129.0,27557,5920,42.68
2019-08-05 11:00:00,4417.0,27344,5920,42.08
2019-08-05 12:00:00,4655.0,26555,6570,37.08
2019-08-05 13:00:00,4762.0,26203,6170,36.07
2019-08-05 14:00:00,4853.0,26124,5960,34.47
2019-08-05 15:00:00,4980.0,27135,5220,37.01
2019-08-05 16:00:00,5299.0,28908,3690,39.4
2019-08-05 17:00:00,5236.0,30001,2250,44.7
2019-08-05 18:00:00,5194.0,30343,782,49.84
2019-08-05 19:00:00,5275.0,29818,145,45.05
2019-08-05 20:00:00,5351.0,29841,0,42.48
2019-08-05 21:00:00,5387.0,27342,0,37.48
2019-08-05 22:00:00,5316.0,23793,0,38.56
2019-08-05 23:00:00,4373.0,21255,0,35.99
2019-08-06 00:00:00,4263.0,20067,0,32.8
2019-08-06 01:00:00,4160.0,19448,0,31.92
2019-08-06 02:00:00,4066.0,18978,0,31.74
2019-08-06 03:00:00,4045.0,18941,0,33.88
2019-08-06 04:00:00,4071.0,19622,0,35.55
2019-08-06 05:00:00,4108.0,22123,190,41.08
2019-08-06 06:00:00,4177.0,25962,1090,42.33
2019-08-06 07:00:00,4204.0,28282,2400,41.71
2019-08-06 08:00:00,4127.0,28830,3380,44.8
2019-08-06 09:00:00,4218.0,28537,3940,42.05
2019-08-06 10:00:00,4391.0,28310,4740,44.0
2019-08-06 11:00:00,4506.0,28005,4820,43.99
2019-08-06 12:00:00,4597.0,27245,5700,38.96
2019-08-06 13:00:00,4723.0,27229,5060,36.94
2019-08-06 14:00:00,4892.0,27117,4870,37.93
2019-08-06 15:00:00,4998.0,27693,3970,42.0
2019-08-06 16:00:00,5008.0,29267,3460,49.1
2019-08-06 17:00:00,5114.0,30051,2040,51.52
2019-08-06 18:00:00,5106.0,30298,776,50.7
2019-08-06 19:00:00,5116.0,29677,106,49.91
2019-08-06 20:00:00,5129.0,29604,0,46.53
2019-08-06 21:00:00,5119.0,26899,0,38.65
2019-08-06 22:00:00,5029.0,23590,0,38.55
2019-08-06 23:00:00,4602.0,20919,0,34.02
2019-08-07 00:00:00,4510.0,19831,0,29.92
2019-08-07 01:00:00,4460.0,19078,0,29.34
2019-08-07 02:00:00,4393.0,18540,0,29.17
2019-08-07 03:00:00,4347.0,18685,0,30.56
2019-08-07 04:00:00,4275.0,19300,0,34.81
2019-08-07 05:00:00,4279.0,21847,188,39.0
2019-08-07 06:00:00,4278.0,25754,1030,41.8
2019-08-07 07:00:00,4258.0,27980,2250,42.68
2019-08-07 08:00:00,4226.0,28212,3450,41.68
2019-08-07 09:00:00,4247.0,27383,4550,42.05
2019-08-07 10:00:00,4311.0,27284,5390,40.01
2019-08-07 11:00:00,4460.0,27184,5620,38.04
2019-08-07 12:00:00,4630.0,26747,5150,35.99
2019-08-07 13:00:00,4707.0,26288,5150,34.0
2019-08-07 14:00:00,4804.0,26188,5230,33.93
2019-08-07 15:00:00,4823.0,26816,4550,37.48
2019-08-07 16:00:00,4672.0,28405,3400,40.52
2019-08-07 17:00:00,4593.0,29308,2210,43.94
2019-08-07 18:00:00,4484.0,29800,1000,45.2
2019-08-07 19:00:00,4275.0,29380,120,44.67
2019-08-07 20:00:00,4078.0,29216,0,46.0
2019-08-07 21:00:00,3916.0,26961,0,40.0
2019-08-07 22:00:00,3823.0,23976,0,41.9
2019-08-07 23:00:00,4710.0,21379,0,36.9
2019-08-08 00:00:00,4532.0,20160,0,30.77
2019-08-08 01:00:00,4323.0,19671,0,27.9
2019-08-08 02:00:00,4098.0,19232,0,26.13
2019-08-08 03:00:00,3842.0,19318,0,30.0
2019-08-08 04:00:00,3550.0,20022,0,35.98
2019-08-08 05:00:00,3267.0,22616,253,38.04
2019-08-08 06:00:00,2950.0,26685,1120,37.71
2019-08-08 07:00:00,2560.0,28804,2530,38.0
2019-08-08 08:00:00,2197.0,29098,4120,40.0
2019-08-08 09:00:00,1874.0,28144,5250,39.47
2019-08-08 10:00:00,1575.0,28405,6060,39.7
2019-08-08 11:00:00,1317.0,28540,6490,40.0
2019-08-08 12:00:00,1144.0,28160,6240,38.09
2019-08-08 13:00:00,1056.0,28083,6040,35.5
2019-08-08 14:00:00,991.0,28512,5180,35.5
2019-08-08 15:00:00,928.0,29318,4210,39.46
2019-08-08 16:00:00,860.0,30636,2930,51.62
2019-08-08 17:00:00,926.0,30739,1640,51.2
2019-08-08 18:00:00,1045.0,31072,661,45.79
2019-08-08 19:00:00,1316.0,30640,43,41.44
2019-08-08 20:00:00,1813.0,30376,0,39.83
2019-08-08 21:00:00,2587.0,27254,0,35.96
2019-08-08 22:00:00,3622.0,23791,0,42.37
2019-08-08 23:00:00,5659.0,20999,0,37.54
2019-08-09 00:00:00,6597.0,19611,0,26.35
2019-08-09 01:00:00,7242.0,19136,0,24.07
2019-08-09 02:00:00,7805.0,18512,0,19.68
2019-08-09 03:00:00,8224.0,18371,0,19.78
2019-08-09 04:00:00,8596.0,18856,0,22.8
2019-08-09 05:00:00,8892.0,21555,8,31.41
2019-08-09 06:00:00,9049.0,25391,380,36.14
2019-08-09 07:00:00,9148.0,28183,938,40.0
2019-08-09 08:00:00,9157.0,29092,2220,38.28
2019-08-09 09:00:00,8951.0,28271,3510,39.94
2019-08-09 10:00:00,8537.0,27695,5070,41.0
2019-08-09 11:00:00,7916.0,27610,5750,39.0
2019-08-09 12:00:00,7385.0,26784,5950,37.99
2019-08-09 13:00:00,7161.0,26643,5280,36.8
2019-08-09 14:00:00,7032.0,26831,4560,35.0
2019-08-09 15:00:00,7014.0,27643,3570,38.49
2019-08-09 16:00:00,7048.0,27945,2170,42.3
2019-08-09 17:00:00,7130.0,28634,1460,44.8
2019-08-09 18:00:00,7248.0,28600,433,45.02
2019-08-09 19:00:00,7493.0,27661,40,38.0
2019-08-09 20:00:00,7690.0,27899,0,39.92
2019-08-09 21:00:00,7840.0,25955,0,34.95
2019-08-09 22:00:00,7926.0,22849,0,41.04
2019-08-09 23:00:00,7873.0,20421,0,30.03
2019-08-10 00:00:00,7719.0,18984,0,24.93
2019-08-10 01:00:00,7455.0,18165,0,20.94
2019-08-10 02:00:00,7176.0,17522,0,15.02
2019-08-10 03:00:00,7008.0,17373,0,14.9
2019-08-10 04:00:00,6956.0,17591,0,17.0
2019-08-10 05:00:00,6889.0,18320,64,24.14
2019-08-10 06:00:00,6844.0,20101,634,32.43
2019-08-10 07:00:00,6839.0,22229,1420,44.7
2019-08-10 08:00:00,6870.0,23674,2250,50.0
2019-08-10 09:00:00,6924.0,24281,2680,49.9
2019-08-10 10:00:00,7016.0,24457,2770,46.41
2019-08-10 11:00:00,7127.0,23948,3440,42.58
2019-08-10 12:00:00,7277.0,22675,4280,30.0
2019-08-10 13:00:00,7451.0,21687,4770,24.94
2019-08-10 14:00:00,7617.0,21148,4280,23.47
2019-08-10 15:00:00,7692.0,21779,3670,28.0
2019-08-10 16:00:00,7430.0,23645,2740,40.3
2019-08-10 17:00:00,7539.0,24479,1660,44.3
2019-08-10 18:00:00,7666.0,24490,660,44.49
2019-08-10 19:00:00,7818.0,24327,58,43.67
2019-08-10 20:00:00,7942.0,24422,0,50.0
2019-08-10 21:00:00,8017.0,23047,0,37.4
2019-08-10 22:00:00,8042.0,20487,0,25.97
2019-08-10 23:00:00,7946.0,18496,0,21.02
2019-08-11 00:00:00,7939.0,17173,0,15.96
2019-08-11 01:00:00,7932.0,16626,0,12.16
2019-08-11 02:00:00,7885.0,16012,0,12.57
2019-08-11 03:00:00,7824.0,15848,0,13.04
2019-08-11 04:00:00,7761.0,16150,0,13.88
2019-08-11 05:00:00,7626.0,16681,110,19.72
2019-08-11 06:00:00,7494.0,17945,823,29.75
2019-08-11 07:00:00,7358.0,19575,1940,39.25
2019-08-11 08:00:00,7223.0,21242,2930,41.39
2019-08-11 09:00:00,6991.0,22619,3600,44.03
2019-08-11 10:00:00,6764.0,23122,4120,44.03
2019-08-11 11:00:00,6483.0,23478,4580,45.25
2019-08-11 12:00:00,6193.0,23209,5110,41.0
2019-08-11 13:00:00,6034.0,22669,4610,41.9
2019-08-11 14:00:00,5941.0,23151,4430,33.39
2019-08-11 15:00:00,6019.0,24463,3130,43.0
2019-08-11 16:00:00,6334.0,26090,2130,41.97
2019-08-11 17:00:00,6316.0,26893,1360,48.0
2019-08-11 18:00:00,6259.0,26884,499,48.95
2019-08-11 19:00:00,6121.0,26564,51,48.99
2019-08-11 20:00:00,5994.0,26751,0,50.2
2019-08-11 21:00:00,5852.0,25192,0,41.0
2019-08-11 22:00:00,5627.0,22455,0,42.0
2019-08-11 23:00:00,4933.0,20238,0,33.6
2019-08-12 00:00:00,4736.0,19216,0,30.4
2019-08-12 01:00:00,4533.0,18811,0,29.9
2019-08-12 02:00:00,4311.0,18523,0,29.9
2019-08-12 03:00:00,4015.0,18603,0,32.0
2019-08-12 04:00:00,3718.0,19697,0,40.2
2019-08-12 05:00:00,3419.0,22508,69,46.6
2019-08-12 06:00:00,3139.0,26638,696,37.57
2019-08-12 07:00:00,2839.0,29400,1650,48.1
2019-08-12 08:00:00,2585.0,29818,2900,52.4
